dataset_file,source,original_title,license,artist,page_url,notes
brightiris_commons_Eyesinbowl_p87.jpg,Wikimedia Commons,File:Eyesinbowl.JPG,Public domain,Anette B.,https://commons.wikimedia.org/wiki/File:Eyesinbowl.JPG,
brightiris_commons_EyeWithoutAfACE1_p100.jpg,Wikimedia Commons,File:EyeWithoutAfACE1.JPG,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Gary_Dee"" title=""User:Gary Dee"">Gary Dee</a>",https://commons.wikimedia.org/wiki/File:EyeWithoutAfACE1.JPG,
brightiris_commons_Galaxy_Eye_p100.jpg,Wikimedia Commons,File:Galaxy Eye.jpg,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:PolskiausmBlock&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:PolskiausmBlock (page does not exist)"">PolskiausmBlock</a>",https://commons.wikimedia.org/wiki/File:Galaxy_Eye.jpg,
brightiris_commons_Grady_Sizemore_sweating_3862693913_p97.jpg,Wikimedia Commons,File:Grady Sizemore sweating (3862693913).jpg,CC BY-SA 2.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/27003603@N00"">Keith Allison</a> from Hanover, MD, USA",https://commons.wikimedia.org/wiki/File:Grady_Sizemore_sweating_(3862693913).jpg,
brightiris_commons_Gray_eye_Northern_Italy_p99.jpg,Wikimedia Commons,"File:Gray eye, Northern Italy.jpg",CC BY-SA 4.0,Martin Mystère,"https://commons.wikimedia.org/wiki/File:Gray_eye,_Northern_Italy.jpg",
brightiris_commons_Grayeye_p100.jpg,Wikimedia Commons,File:Grayeye.JPG,Public domain,"<a href=""//commons.wikimedia.org/w/index.php?title=User:BoleroFire&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:BoleroFire (page does not exist)"">BoleroFire</a>",https://commons.wikimedia.org/wiki/File:Grayeye.JPG,
brightiris_commons_Great_blue_eye_p72.jpg,Wikimedia Commons,File:Great blue eye.jpg,CC BY 4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Lizapopova143&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Lizapopova143 (page does not exist)"">Lizapopova143</a>",https://commons.wikimedia.org/wiki/File:Great_blue_eye.jpg,
brightiris_commons_Green_3239426963_p92.jpg,Wikimedia Commons,File:Green (3239426963).jpg,CC BY 2.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/67958110@N00"">Serge Melki</a> from Indianapolis, USA",https://commons.wikimedia.org/wiki/File:Green_(3239426963).jpg,
brightiris_commons_Green_eye_glasses_p46.jpg,Wikimedia Commons,File:Green eye glasses.jpg,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Lonedoe&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Lonedoe (page does not exist)"">Lonedoe</a>",https://commons.wikimedia.org/wiki/File:Green_eye_glasses.jpg,
brightiris_commons_Green_eye_lashes_p73.jpg,Wikimedia Commons,File:Green eye lashes.jpg,CC BY-SA 3.0,"No machine-readable author provided. <a href=""//commons.wikimedia.org/w/index.php?title=User:Lonedoe&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Lonedoe (page does not exist)"">Lonedoe</a> a",https://commons.wikimedia.org/wiki/File:Green_eye_lashes.jpg,
brightiris_commons_Green_Eyes_Human_p98.jpg,Wikimedia Commons,File:Green Eyes Human.png,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:ParaSamaritan&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:ParaSamaritan (page does not exist)"">ParaSamaritan</a>",https://commons.wikimedia.org/wiki/File:Green_Eyes_Human.png,
brightiris_commons_Green_light_mixed_type_B_p41.jpg,Wikimedia Commons,File:Green light mixed type B.JPG,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Larali21&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Larali21 (page does not exist)"">Larali21</a>",https://commons.wikimedia.org/wiki/File:Green_light_mixed_type_B.JPG,
brightiris_commons_Greeneye2_p34.jpg,Wikimedia Commons,File:Greeneye2.jpg,CC BY 3.0,"<a href=""//commons.wikimedia.org/wiki/User:Jrappy87"" class=""mw-redirect"" title=""User:Jrappy87"">Jrappy87</a>",https://commons.wikimedia.org/wiki/File:Greeneye2.jpg,
brightiris_commons_Greeneye_p99.jpg,Wikimedia Commons,File:Greeneye.jpg,CC0,Rick,https://commons.wikimedia.org/wiki/File:Greeneye.jpg,
brightiris_commons_Greeneyeleft_p99.jpg,Wikimedia Commons,File:Greeneyeleft.jpg,CC BY 3.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Sare963&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Sare963 (page does not exist)"">Sare963</a> Sarah Illes",https://commons.wikimedia.org/wiki/File:Greeneyeleft.jpg,
brightiris_commons_Greeniris_p85.jpg,Wikimedia Commons,File:Greeniris.png,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Doortjah&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Doortjah (page does not exist)"">Doortjah</a>",https://commons.wikimedia.org/wiki/File:Greeniris.png,
brightiris_commons_Grey-eye_p98.jpg,Wikimedia Commons,File:Grey-eye.jpg,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Smurkst&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Smurkst (page does not exist)"">Smurkst</a>",https://commons.wikimedia.org/wiki/File:Grey-eye.jpg,
brightiris_commons_Grey-green_eye_detail_p98.jpg,Wikimedia Commons,File:Grey-green eye detail.jpg,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Beniben82&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Beniben82 (page does not exist)"">Beniben82</a>",https://commons.wikimedia.org/wiki/File:Grey-green_eye_detail.jpg,
brightiris_commons_Grey_eye_G5wCD_p35.jpg,Wikimedia Commons,File:Grey eye G5wCD.jpg,Public domain,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Nether_Animal&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Nether Animal (page does not exist)"">Nether Animal</a>",https://commons.wikimedia.org/wiki/File:Grey_eye_G5wCD.jpg,
brightiris_commons_Hazel-green_eye_2_p100.jpg,Wikimedia Commons,File:Hazel-green eye 2.jpg,CC BY-SA 2.5,"<a href=""https://en.wikipedia.org/wiki/User:Laurinemily"" class=""extiw"" title=""wikipedia:User:Laurinemily"">Laurinemily</a> at <a href=""https://en.wikipedia.org/wiki/"" class=""extiw"" title=""wikipedia:"">E",https://commons.wikimedia.org/wiki/File:Hazel-green_eye_2.jpg,
brightiris_commons_Hazel_eye1_p100.jpg,Wikimedia Commons,commons_Hazel,UNRESOLVED,,,원본 제목 미기록('commons_Hazel'). 후보 File:Hazel eye (1).jpg(PD)와 File:Hazel Eye HD.JPG(CC BY-SA 3.0)의 저작자·라이선스가 서로 달라 단정 불가 — 재확인 전까지 사용 보류 대상(README 참고).
brightiris_commons_Hazel_Eye_-2_p100.jpg,Wikimedia Commons,File:Hazel Eye -2.JPG,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/wiki/User:Ahodges7"" title=""User:Ahodges7"">Ahodges7</a>",https://commons.wikimedia.org/wiki/File:Hazel_Eye_-2.JPG,
brightiris_commons_Hazel_eye_1_p99.jpg,Wikimedia Commons,File:Hazel eye (1).jpg,Public domain,"<a href=""https://en.wikipedia.org/wiki/User:Sneakydaycrawler"" class=""extiw"" title=""en:User:Sneakydaycrawler"">Sneakydaycrawler</a> at <a class=""external text"" data-mw-original-href=""http://en.wikipedia",https://commons.wikimedia.org/wiki/File:Hazel_eye_(1).jpg,
brightiris_commons_Hazel_Eye_HD_p100.jpg,Wikimedia Commons,File:Hazel Eye HD.JPG,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Rapaceone&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Rapaceone (page does not exist)"">User:Rapaceone</a>",https://commons.wikimedia.org/wiki/File:Hazel_Eye_HD.JPG,
brightiris_commons_Hazel_eye_of_a_mixed-ethnicity_female_p99.jpg,Wikimedia Commons,File:Hazel eye of a mixed-ethnicity female.jpg,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Signalgoddess&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Signalgoddess (page does not exist)"">Signalgoddess</a>",https://commons.wikimedia.org/wiki/File:Hazel_eye_of_a_mixed-ethnicity_female.jpg,
brightiris_commons_Hazel_eye_p96.jpg,Wikimedia Commons,File:Hazel eye.jpg,Public domain,"<a href=""https://en.wikipedia.org/wiki/User:Tlf333"" class=""extiw"" title=""wikipedia:User:Tlf333"">Tlf333</a> at <a href=""https://en.wikipedia.org/wiki/"" class=""extiw"" title=""wikipedia:"">English Wikipedi",https://commons.wikimedia.org/wiki/File:Hazel_eye.jpg,
brightiris_commons_Hazel_Eyes_Iris_closeup_Caucasian_male_age_23_p100.jpg,Wikimedia Commons,"File:Hazel Eyes Iris closeup, Caucasian male, age 23.jpg",CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Stephenbalaban&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Stephenbalaban (page does not exist)"">Stephenbalaban</a>","https://commons.wikimedia.org/wiki/File:Hazel_Eyes_Iris_closeup,_Caucasian_male,_age_23.jpg",
brightiris_commons_Hazel_Eyes_marron_verdoso_Caracas_Venezuela_2018_p91.jpg,Wikimedia Commons,File:Hazel Eyes (marron verdoso) Caracas Venezuela 2018.jpg,CC BY 4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:QuinteroP&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:QuinteroP (page does not exist)"">QuinteroP</a>",https://commons.wikimedia.org/wiki/File:Hazel_Eyes_(marron_verdoso)_Caracas_Venezuela_2018.jpg,
brightiris_commons_Hazel_Eyes_Ojos_Avellana_Marron-Verde_Caracas_Venezuela_p86.jpg,Wikimedia Commons,File:Hazel Eyes Ojos Avellana (Marron-Verde) Caracas Venezuela.jpg,CC BY 4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:QuinteroP&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:QuinteroP (page does not exist)"">QuinteroP</a>",https://commons.wikimedia.org/wiki/File:Hazel_Eyes_Ojos_Avellana_(Marron-Verde)_Caracas_Venezuela.jpg,
brightiris_commons_Hazel_green_eye_close_up_p53.jpg,Wikimedia Commons,File:Hazel green eye close up.jpg,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:TheSonoran&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:TheSonoran (page does not exist)"">TheSonoran</a>",https://commons.wikimedia.org/wiki/File:Hazel_green_eye_close_up.jpg,
brightiris_commons_Hazeleye_p100.jpg,Wikimedia Commons,File:Hazeleye.jpg,CC BY-SA 2.5,"No machine-readable author provided. <a href=""//commons.wikimedia.org/w/index.php?title=User:Cgm~commonswiki&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Cgm~commonswiki (page does not exist",https://commons.wikimedia.org/wiki/File:Hazeleye.jpg,
brightiris_commons_Heterochromia_iridis_01_p99.jpg,Wikimedia Commons,File:Heterochromia iridis 01.jpg,CC BY-SA 3.0,"No machine-readable author provided. <a href=""//commons.wikimedia.org/wiki/User:Mike_R"" title=""User:Mike R"">Mike R</a> assumed (based on copyright claims).",https://commons.wikimedia.org/wiki/File:Heterochromia_iridis_01.jpg,
brightiris_commons_Heterocromia_p48.jpg,Wikimedia Commons,File:Heterocromia.jpg,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Dayana_Gutierrez&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Dayana Gutierrez (page does not exist)"">Dayana Gutierrez</a>",https://commons.wikimedia.org/wiki/File:Heterocromia.jpg,
brightiris_commons_High-Eye_p97.jpg,Wikimedia Commons,File:High-Eye.jpg,Public domain,"<a href=""//commons.wikimedia.org/wiki/User:Psychonaught"" title=""User:Psychonaught"">Psychonaught</a>",https://commons.wikimedia.org/wiki/File:High-Eye.jpg,
brightiris_commons_High-Resolution_Iris_Picture_p96.jpg,Wikimedia Commons,File:High-Resolution Iris Picture.jpg,CC BY-SA 4.0,User: jakemaheu,https://commons.wikimedia.org/wiki/File:High-Resolution_Iris_Picture.jpg,
brightiris_commons_Human_eye_anterior_view_p91.jpg,Wikimedia Commons,"File:Human eye, anterior view.jpg",CC BY-SA 4.0,Rapidreflex,"https://commons.wikimedia.org/wiki/File:Human_eye,_anterior_view.jpg",
brightiris_commons_Human_eye_close_up_2_p100.jpg,Wikimedia Commons,File:Human eye close up 2.jpg,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Qirille"" title=""User:Qirille"">Qirille</a>",https://commons.wikimedia.org/wiki/File:Human_eye_close_up_2.jpg,
brightiris_commons_Human_eye_close_up_anterior_view_p100.jpg,Wikimedia Commons,"File:Human eye close up, anterior view.jpg",CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Rapidreflex&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Rapidreflex (page does not exist)"">Rapidreflex</a>","https://commons.wikimedia.org/wiki/File:Human_eye_close_up,_anterior_view.jpg",
brightiris_commons_Human_eye_close_up_p100.jpg,Wikimedia Commons,File:Human eye close up.jpg,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Qirille"" title=""User:Qirille"">Qirille</a>",https://commons.wikimedia.org/wiki/File:Human_eye_close_up.jpg,
brightiris_commons_Human_eye_detail_from-_A_blue_eye_cropped_p99.jpg,Wikimedia Commons,"File:Human eye detail, from- A blue eye (cropped).jpg",CC BY-SA 3.0,"<a href=""https://en.wikipedia.org/wiki/User:8thstar"" class=""extiw"" title=""wikipedia:User:8thstar"">8thstar</a> at <a href=""https://en.wikipedia.org/wiki/"" class=""extiw"" title=""wikipedia:"">English Wikip","https://commons.wikimedia.org/wiki/File:Human_eye_detail,_from-_A_blue_eye_(cropped).jpg",
brightiris_commons_Human_eye_detail_from-_Bloodshot_EyeBall_cropped_p100.jpg,Wikimedia Commons,"File:Human eye detail, from- Bloodshot EyeBall (cropped).jpg",Public domain,"<a href=""//commons.wikimedia.org/wiki/User:Psychonaught"" title=""User:Psychonaught"">Psychonaught</a>","https://commons.wikimedia.org/wiki/File:Human_eye_detail,_from-_Bloodshot_EyeBall_(cropped).jpg",
brightiris_commons_Human_eye_detail_from-_Boje_oka_cropped_p100.jpg,Wikimedia Commons,"File:Human eye detail, from- Boje oka (cropped).jpg",CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:BojanaIv&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:BojanaIv (page does not exist)"">BojanaIv</a>","https://commons.wikimedia.org/wiki/File:Human_eye_detail,_from-_Boje_oka_(cropped).jpg",
brightiris_commons_Human_eye_detail_from-_Brown_human_eye_cropped_p100.jpg,Wikimedia Commons,"File:Human eye detail, from- Brown human eye (cropped).jpg",CC BY-SA 3.0,"<a href=""https://en.wikipedia.org/wiki/User:Rnbc"" class=""extiw"" title=""wikipedia:User:Rnbc"">Rnbc</a> at <a href=""https://en.wikipedia.org/wiki/"" class=""extiw"" title=""wikipedia:"">English Wikipedia</a>.","https://commons.wikimedia.org/wiki/File:Human_eye_detail,_from-_Brown_human_eye_(cropped).jpg",
brightiris_commons_Human_eye_detail_from-_Eye_Central_Heterochromia_crop_and_lighter_cropped_p100.jpg,Wikimedia Commons,"File:Human eye detail, from- Eye Central Heterochromia crop and lighter (cropped).jpg",CC BY 3.0,"<a href=""//commons.wikimedia.org/wiki/Creator:Adam_Cuerden"" title=""Creator:Adam Cuerden"">Adam Cuerden</a>, modified by <a href=""//commons.wikimedia.org/wiki/User:Greg_A_L"" title=""User:Greg A L"">Greg A","https://commons.wikimedia.org/wiki/File:Human_eye_detail,_from-_Eye_Central_Heterochromia_crop_and_lighter_(cropped).jpg",
brightiris_commons_Human_eye_detail_from-_Human_eye_close_up_cropped_p100.jpg,Wikimedia Commons,"File:Human eye detail, from- Human eye close up (cropped).jpg",CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Qirille"" title=""User:Qirille"">Qirille</a>","https://commons.wikimedia.org/wiki/File:Human_eye_detail,_from-_Human_eye_close_up_(cropped).jpg",
brightiris_commons_Human_eye_in_bright_light_p100.jpg,Wikimedia Commons,File:Human eye in bright light.jpg,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Rapidreflex&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Rapidreflex (page does not exist)"">Rapidreflex</a>",https://commons.wikimedia.org/wiki/File:Human_eye_in_bright_light.jpg,
brightiris_commons_Human_eye_with_blood_vessels_p100.jpg,Wikimedia Commons,File:Human eye with blood vessels.jpg,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:ROTFLOLEB&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:ROTFLOLEB (page does not exist)"">ROTFLOLEB</a>",https://commons.wikimedia.org/wiki/File:Human_eye_with_blood_vessels.jpg,
brightiris_commons_Human_eye_with_limbal_ring_anterior_view_p78.jpg,Wikimedia Commons,"File:Human eye with limbal ring, anterior view.jpg",CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Rapidreflex&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Rapidreflex (page does not exist)"">Rapidreflex</a>","https://commons.wikimedia.org/wiki/File:Human_eye_with_limbal_ring,_anterior_view.jpg",
brightiris_commons_Human_Iris_JD052007_p100.jpg,Wikimedia Commons,File:Human Iris JD052007.jpg,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/wiki/User:JDrewes"" title=""User:JDrewes"">JDrewes</a>",https://commons.wikimedia.org/wiki/File:Human_Iris_JD052007.jpg,
brightiris_commons_HumanAmberEye_p57.jpg,Wikimedia Commons,File:HumanAmberEye.jpg,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Nicoleslaw23&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Nicoleslaw23 (page does not exist)"">Nicoleslaw23</a>",https://commons.wikimedia.org/wiki/File:HumanAmberEye.jpg,
brightiris_commons_HumanFemaleAmberEye_p99.jpg,Wikimedia Commons,File:HumanFemaleAmberEye.jpg,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Nicoleslaw23&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Nicoleslaw23 (page does not exist)"">Nicoleslaw23</a>",https://commons.wikimedia.org/wiki/File:HumanFemaleAmberEye.jpg,
brightiris_commons_HumanFemalewithAmberIris_p87.jpg,Wikimedia Commons,File:HumanFemalewithAmberIris.jpg,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Ekbaros&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Ekbaros (page does not exist)"">Ekbaros</a>",https://commons.wikimedia.org/wiki/File:HumanFemalewithAmberIris.jpg,
brightiris_commons_Iris-1-cp_p100.jpg,Wikimedia Commons,File:Iris-1-cp.png,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/wiki/User:Intersofia"" title=""User:Intersofia"">Intersofia</a>",https://commons.wikimedia.org/wiki/File:Iris-1-cp.png,Commons Artist 필드 공란 — 업로더(Intersofia)를 저작자로 기록(2026-08-19 재조회).
brightiris_commons_Iris1_p100.jpg,Wikimedia Commons,File:Iris1.jpg,CC BY-SA 3.0,"No machine-readable author provided. <a href=""//commons.wikimedia.org/wiki/User:JennaMarie83~commonswiki"" title=""User:JennaMarie83~commonswiki"">JennaMarie83~commonswiki</a> assumed (based on copyright",https://commons.wikimedia.org/wiki/File:Iris1.jpg,
brightiris_commons_Iris2_p100.jpg,Wikimedia Commons,File:Iris2.jpg,CC BY-SA 3.0,"No machine-readable author provided. <a href=""//commons.wikimedia.org/wiki/User:JennaMarie83~commonswiki"" title=""User:JennaMarie83~commonswiki"">JennaMarie83~commonswiki</a> assumed (based on copyright",https://commons.wikimedia.org/wiki/File:Iris2.jpg,
brightiris_commons_Iris_-_left_eye_of_a_girl_p99.jpg,Wikimedia Commons,File:Iris - left eye of a girl.jpg,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/wiki/User:Laitr_Keiows"" title=""User:Laitr Keiows"">Laitr Keiows</a>",https://commons.wikimedia.org/wiki/File:Iris_-_left_eye_of_a_girl.jpg,
brightiris_commons_Iris_-_right_eye_of_a_girl_p100.jpg,Wikimedia Commons,File:Iris - right eye of a girl.jpg,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/wiki/User:Laitr_Keiows"" title=""User:Laitr Keiows"">Laitr Keiows</a>",https://commons.wikimedia.org/wiki/File:Iris_-_right_eye_of_a_girl.jpg,
brightiris_commons_Iris_16032014_p99.jpg,Wikimedia Commons,File:Iris 16032014.jpg,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Mattis2412&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Mattis2412 (page does not exist)"">Mattis2412</a>",https://commons.wikimedia.org/wiki/File:Iris_16032014.jpg,
brightiris_commons_Iris_49597764638_p93.jpg,Wikimedia Commons,File:Iris (49597764638).jpg,CC BY 2.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/105966480@N03"">Cristian Ibarra Santillan</a>",https://commons.wikimedia.org/wiki/File:Iris_(49597764638).jpg,
brightiris_commons_Iris_bilious_right_p100.jpg,Wikimedia Commons,File:Iris bilious right.jpg,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Frigar&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Frigar (page does not exist)"">Frigar</a>",https://commons.wikimedia.org/wiki/File:Iris_bilious_right.jpg,
brightiris_commons_Iris_centralheterochromy_p84.jpg,Wikimedia Commons,File:Iris centralheterochromy.jpg,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:SheLovesGhosts&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:SheLovesGhosts (page does not exist)"">SheLovesGhosts</a>",https://commons.wikimedia.org/wiki/File:Iris_centralheterochromy.jpg,
brightiris_commons_Iris_close-up_p100.jpg,Wikimedia Commons,File:Iris close-up.jpg,CC BY-SA 3.0,"<ul><li>derivative work: <a href=""//commons.wikimedia.org/wiki/User:Laitr_Keiows"" title=""User:Laitr Keiows"">Laitr Keiows</a> (<a href=""//commons.wikimedia.org/wiki/User_talk:Laitr_Keiows"" title=""User ",https://commons.wikimedia.org/wiki/File:Iris_close-up.jpg,
brightiris_commons_Iris_closeup_p99.jpg,Wikimedia Commons,File:Iris closeup.jpg,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Nico0891&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Nico0891 (page does not exist)"">Nico0891</a>",https://commons.wikimedia.org/wiki/File:Iris_closeup.jpg,
brightiris_commons_Iris_cornea_adnexa_-_biomicroscope_p100.jpg,Wikimedia Commons,File:Iris cornea adnexa - biomicroscope.jpg,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Ewiessner&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Ewiessner (page does not exist)"">Eric Wiessner</a>",https://commons.wikimedia.org/wiki/File:Iris_cornea_adnexa_-_biomicroscope.jpg,
brightiris_commons_Iris_haematogenous_right_p100.jpg,Wikimedia Commons,File:Iris haematogenous right.jpg,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Frigar&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Frigar (page does not exist)"">Frigar</a>",https://commons.wikimedia.org/wiki/File:Iris_haematogenous_right.jpg,
brightiris_commons_Iris_lymphatic_right_p100.jpg,Wikimedia Commons,File:Iris lymphatic right.jpg,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Frigar&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Frigar (page does not exist)"">Frigar</a>",https://commons.wikimedia.org/wiki/File:Iris_lymphatic_right.jpg,
brightiris_commons_Iris_of_the_Human_Eye_p100.jpg,Wikimedia Commons,File:Iris of the Human Eye.jpg,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Mcorrens&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Mcorrens (page does not exist)"">Mcorrens</a>",https://commons.wikimedia.org/wiki/File:Iris_of_the_Human_Eye.jpg,
brightiris_commons_İris_2014-01-27_20-53_p100.jpg,Wikimedia Commons,File:İris 2014-01-27 20-53.jpg,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Meddeto&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Meddeto (page does not exist)"">User:Meddeto</a>",https://commons.wikimedia.org/wiki/File:%C4%B0ris_2014-01-27_20-53.jpg,
brightiris_commons_Korwinpupil_p71.jpg,Wikimedia Commons,File:Korwinpupil.jpg,CC BY 3.0,"<a href=""//commons.wikimedia.org/wiki/User:Korwin"" class=""mw-redirect"" title=""User:Korwin"">Korwin</a>",https://commons.wikimedia.org/wiki/File:Korwinpupil.jpg,
brightiris_commons_Left_Blue_Eye_p39.jpg,Wikimedia Commons,File:Left Blue Eye.jpg,Public domain,"<a href=""//commons.wikimedia.org/wiki/User:Psychonaught"" title=""User:Psychonaught"">Psychonaught</a>",https://commons.wikimedia.org/wiki/File:Left_Blue_Eye.jpg,
brightiris_commons_Light_Blue_Eye_IMG_4057_p89.jpg,Wikimedia Commons,File:Light Blue Eye IMG 4057.JPG,FAL,"<a href=""//commons.wikimedia.org/wiki/User:Chianti"" title=""User:Chianti"">Chianti</a>",https://commons.wikimedia.org/wiki/File:Light_Blue_Eye_IMG_4057.JPG,
brightiris_commons_Light_brown_amber_eye_p100.jpg,Wikimedia Commons,File:Light brown amber eye.JPG,CC0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Samb7293&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Samb7293 (page does not exist)"">Samb7293</a>",https://commons.wikimedia.org/wiki/File:Light_brown_amber_eye.JPG,
brightiris_commons_Lins._p29.jpg,Wikimedia Commons,File:Lins..PNG,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Yoshi.28&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Yoshi.28 (page does not exist)"">Yoshi.28</a>",https://commons.wikimedia.org/wiki/File:Lins..PNG,
brightiris_commons_Lisch_nodules_p99.jpg,Wikimedia Commons,File:Lisch nodules.gif,Public domain,National Eye Institute,https://commons.wikimedia.org/wiki/File:Lisch_nodules.gif,
brightiris_commons_Look_after_me_p100.jpg,Wikimedia Commons,File:Look after me.jpg,CC BY-SA 2.0 fr,"The original uploader was <a href=""https://en.wikipedia.org/wiki/fr:User:Fouziks"" class=""extiw"" title=""w:fr:User:Fouziks"">Fouziks</a> at <a href=""https://en.wikipedia.org/wiki/fr:"" class=""extiw"" title",https://commons.wikimedia.org/wiki/File:Look_after_me.jpg,
brightiris_commons_Looking_Unsplash_p84.jpg,Wikimedia Commons,File:Looking (Unsplash).jpg,CC0,"Marina Vitale <a rel=""nofollow"" class=""external text"" href=""https://unsplash.com/@marina_mv88"">marina_mv88</a>",https://commons.wikimedia.org/wiki/File:Looking_(Unsplash).jpg,
brightiris_commons_Mairead_cropped_p71.jpg,Wikimedia Commons,File:Mairead cropped.png,CC BY 2.0,Paul Savage,https://commons.wikimedia.org/wiki/File:Mairead_cropped.png,
